pais_nombre;pais_area_total_km2;pais_pob_total;L1_tipo;L1_nombre;L1_area_km2;L1_pct_area_pais;L1_rank_area_pais;L1_rank_area_superior;L1_pob;L1_pct_pob_pais;L1_rank_pob_pais;L1_rank_pob_superior;L1_num_subdivisiones_hijas;L1_capitales_nombres;L1_capitales_pob;L1_capitales_pct_pob_sub;L1_ciudad_mas_poblada_nombre;L1_ciudad_mas_poblada_pob;L1_ciudad_mas_poblada_pct_pob_sub;L1_escanhos;L2_tipo;L2_nombre;L2_area_km2;L2_pct_area_pais;L2_pct_area_superior;L2_rank_area_pais;L2_rank_area_superior;L2_pob;L2_pct_pob_pais;L2_pct_pob_superior;L2_rank_pob_pais;L2_rank_pob_superior;L2_num_subdivisiones_hijas;L2_capitales_nombres;L2_capitales_pob;L2_capitales_pct_pob_sub;L2_ciudad_mas_poblada_nombre;L2_ciudad_mas_poblada_pob;L2_ciudad_mas_poblada_pct_pob_sub;L2_escanhos;L3_tipo;L3_nombre;L3_area_km2;L3_pct_area_pais;L3_pct_area_superior;L3_rank_area_pais;L3_rank_area_superior;L3_pob;L3_pct_pob_pais;L3_pct_pob_superior;L3_rank_pob_pais;L3_rank_pob_superior;L3_num_subdivisiones_hijas;L3_capitales_nombres;L3_capitales_pob;L3_capitales_pct_pob_sub;L3_ciudad_mas_poblada_nombre;L3_ciudad_mas_poblada_pob;L3_ciudad_mas_poblada_pct_pob_sub;L3_escanhos
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Medenine;9167.00;0.16;2.30;95;18;537255;0.36;1.42;87;23;10;Médenine;120712;22.47;Médenine;120712;22.47;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Msila;18718.00;0.33;4.70;41;6;990591;0.66;2.63;49;17;47;M'Sila;156647;15.81;M'Sila;156647;15.81;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Nabeul;6104.28;0.11;1.53;134;28;1139407;0.76;3.02;42;13;38;Nabeul;72776;6.39;Hammamet;83369;7.32;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sidi Bouzid;7405.00;0.13;1.86;116;24;489991;0.33;1.30;94;25;17;Sidi Bouzid;96003;19.59;Sidi Bouzid;96003;19.59;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sétif;13887.00;0.24;3.49;57;9;3031031;2.03;8.04;7;1;146;Sétif;288461;9.52;Sétif;288461;9.52;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sfax;7545.00;0.13;1.90;111;23;1047468;0.70;2.78;47;16;23;Sfax;273506;26.11;Sfax;273506;26.11;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Skikda;6603.00;0.12;1.66;131;27;1535628;1.03;4.07;33;11;66;Skikda;163618;10.65;Skikda;163618;10.65;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Susa;6654.00;0.12;1.67;128;26;1812035;1.21;4.80;24;8;67;Sousse;240321;13.26;Sousse;240321;13.26;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tébessa;14227.00;0.25;3.58;54;8;648703;0.43;1.72;76;21;28;Tébessa;196537;30.30;Tébessa;196537;30.30;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tiaret;20673.00;0.36;5.20;37;5;846823;0.57;2.25;63;18;42;Tiaret;201263;23.77;Tiaret;201263;23.77;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tozeur;5593.00;0.10;1.41;138;29;120036;0.08;0.32;149;31;6;Tozeur;50362;41.96;Tozeur;50362;41.96;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia Metropolitana;Túnez;756.35;0.01;0.19;154;30;2482637;1.66;6.58;12;4;27;Tunis;604599;24.35;Tunis;604599;24.35;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tizi Uzu;9598.00;0.17;2.41;93;17;2625273;1.76;6.96;11;3;144;Tizi Ouzou;135088;5.15;Tizi Ouzou;135088;5.15;4
;;;;;;;;;;;;;;;;;;;;;Prefectura;Mauretania;545096.05;9.53;10.67;3;2;41639730;27.88;46.75;2;1;36;Tanger;1275428;3.06;Tanger;1275428;3.06;76;Provincia;Agadir;11288.23;0.20;2.07;76;17;2050512;1.37;4.92;19;6;66;Agadir;504768;24.62;Agadir;504768;24.62;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Alhucemas;7422.10;0.13;1.36;115;26;784240;0.53;1.88;68;25;64;Al Hoceïma;50225;6.40;Al Hoceïma;50225;6.40;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Ben Guerir;9715.50;0.17;1.78;91;21;906381;0.61;2.18;59;20;68;Ben Guerir;114872;12.67;Ben Guerir;114872;12.67;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Béni Mellal;16213.40;0.28;2.97;46;10;1630416;1.09;3.92;31;8;82;Béni Mellal;209594;12.86;Béni Mellal;209594;12.86;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Berrechid;5018.50;0.09;0.92;143;34;920174;0.62;2.21;57;18;37;Berrechid;168687;18.33;Berrechid;168687;18.33;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Buarfa;35569.00;0.62;6.53;27;3;144451;0.10;0.35;147;35;13;Bouarfa;30068;20.82;Bouarfa;30068;20.82;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia Metropolitana;Casablanca;1143.17;0.02;0.21;152;36;4750204;3.18;11.41;2;1;18;Casablanca;3215935;67.70;Casablanca;3215935;67.70;6
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;El Bayadh;78870.00;1.38;14.47;17;1;228624;0.15;0.55;131;32;22;El Bayadh;91632;40.08;El Bayadh;91632;40.08;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Errachidia;27034.00;0.47;4.96;31;6;427572;0.29;1.03;103;28;29;Errachidia;97687;22.85;Errachidia;97687;22.85;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Essaouira;13669.90;0.24;2.51;60;13;805798;0.54;1.94;67;24;92;Essaouira;82962;10.30;Essaouira;82962;10.30;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;El Yadida;7106.40;0.12;1.30;123;27;1366297;0.91;3.28;36;11;52;El Jadida;237464;17.38;El Jadida;237464;17.38;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Fez;5287.72;0.09;0.97;140;33;1777874;1.19;4.27;26;7;39;Fès;1167842;65.69;Fès;1167842;65.69;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Guelmim;38174.00;0.67;7.00;24;2;300868;0.20;0.72;123;31;39;Guelmim;126729;42.12;Guelmim;126729;42.12;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Jouribga;10783.00;0.19;1.98;78;18;895385;0.60;2.15;61;22;53;Khouribga;195931;21.88;Khouribga;195931;21.88;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Kenitra;3370.00;0.06;0.62;149;35;1284247;0.86;3.08;38;12;23;Kénitra;507736;39.54;Kénitra;507736;39.54;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Marrakech;8607.40;0.15;1.58;99;23;2214395;1.48;5.32;18;5;55;Marrakech;1002697;45.28;Marrakech;1002697;45.28;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Mequinez;7534.80;0.13;1.38;112;25;1371005;0.92;3.29;35;10;47;Meknès;551503;40.23;Meknès;551503;40.23;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Midelt;12748.00;0.22;2.34;65;15;313769;0.21;0.75;121;30;29;Midelt;62648;19.97;Midelt;62648;19.97;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Missour;14290.00;0.25;2.62;53;12;205411;0.14;0.49;135;33;21;Missour;28408;13.83;Fritissa;29594;14.41;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Mostaganem;8116.00;0.14;1.49;102;24;1521191;1.02;3.65;34;9;79;Mostaganem;145696;9.58;Mostaganem;145696;9.58;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Naamá;29950.00;0.52;5.49;29;4;192891;0.13;0.46;137;34;12;Naâma;16251;8.42;Méchria;66465;34.46;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Nador;6003.21;0.10;1.10;135;32;840163;0.56;2.02;64;23;46;Nador;158202;18.83;Nador;158202;18.83;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Orán;13596.00;0.24;2.49;62;14;2430061;1.63;5.84;14;4;106;Oran;609940;25.10;Oran;609940;25.10;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Ouarzazate;17757.50;0.31;3.26;43;9;917582;0.61;2.20;58;19;66;Ouarzazate;79218;8.63;Ouarzazate;79218;8.63;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Rabat;9859.13;0.17;1.81;88;20;2951684;1.98;7.09;9;3;51;Rabat;509916;17.28;Salé;945101;32.02;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Safi;7061.90;0.12;1.30;124;28;965819;0.65;2.32;51;14;36;Safi;323888;33.54;Safi;323888;33.54;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Saída;6764.00;0.12;1.24;127;30;330641;0.22;0.79;117;29;16;Saïda;128413;38.84;Saïda;128413;38.84;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Settat;6856.30;0.12;1.26;126;29;652292;0.44;1.57;75;26;46;Settat;171556;26.30;Settat;171556;26.30;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tánger;6608.79;0.12;1.21;130;31;3054584;2.04;7.34;6;2;66;Tanger;1275428;41.75;Tanger;1275428;41.75;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tata;26091.00;0.46;4.79;32;7;111757;0.07;0.27;151;36;20;Tata;19544;17.49;Tata;19544;17.49;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Taurirt;14719.70;0.26;2.70;52;11;435994;0.29;1.05;102;27;24;Taourirt;100402;23.03;Taourirt;100402;23.03;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Taza;11652.70;0.20;2.14;73;16;1113621;0.75;2.67;45;13;87;Taza;150763;13.54;Taza;150763;13.54;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tinghir;19195.50;0.34;3.52;40;8;936455;0.63;2.25;56;17;74;Tinghir;44239;4.72;Tinghir;44239;4.72;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tremecén;9061.00;0.16;1.66;96;22;949135;0.64;2.28;53;16;53;Tlemcen;140158;14.77;Tlemcen;140158;14.77;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Uchda;10360.70;0.18;1.90;84;19;960042;0.64;2.31;52;15;41;Oujda;506224;52.73;Oujda;506224;52.73;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Porvincia;Zagora;27597.50;0.48;5.06;30;5;898195;0.60;2.16;60;21;74;Zagora;42294;4.71;Zagora;42294;4.71;2
;;;;;;;;;;;;;;;;;;;;;Prefectura;Sahara;4167597.20;72.89;81.55;1;1;9711428;6.50;10.90;4;3;26;Nouakchott;627415;6.46;Nouakchott;627415;6.46;32;Provincia;Adrar;439700.00;7.69;10.55;2;2;399714;0.27;4.12;106;10;28;Adrar;64781;16.21;Adrar;64781;16.21;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Aiún el Atrús;50248.00;0.88;1.21;22;20;403089;0.27;4.15;105;9;29;Aïoun El Atrouss;36517;9.06;Aïoun El Atrouss;36517;9.06;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Atar;222107.00;3.88;5.33;7;7;71623;0.05;0.74;154;24;11;Atar;35170;49.10;Atar;35170;49.10;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Béchar;162200.00;2.84;3.89;11;11;270061;0.18;2.78;126;16;21;Béchar;165627;61.33;Béchar;165627;61.33;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Brakna;33329.00;0.58;0.80;28;24;391310;0.26;4.03;107;11;24;Brakna;391310;100.00;Boghé;50205;12.83;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Dajla;186618.00;3.26;4.48;9;9;285346;0.19;2.94;124;15;5;Dakhla;165463;57.99;Dakhla;165463;57.99;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Diré;128338.00;2.24;3.08;13;13;436432;0.29;4.49;101;8;37;Diré;20337;4.66;Tonka;53276;12.21;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;El Aiun;84820.00;1.48;2.04;16;16;385647;0.26;3.97;112;12;3;Laâyoune;262791;68.14;Laâyoune;262791;68.14;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;El Oued;54573.00;0.95;1.31;21;19;647548;0.43;6.67;77;2;30;El Oued;134699;20.80;El Oued;134699;20.80;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Gardaya;86105.00;1.51;2.07;15;15;363598;0.24;3.74;113;13;13;Ghardaïa;93423;25.69;Ghardaïa;93423;25.69;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Gou;321086.20;5.62;7.70;4;4;610043;0.41;6.28;82;4;35;Gao;86353;14.16;Gao;86353;14.16;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Illizi;285000.00;4.98;6.84;5;5;52333;0.04;0.54;155;25;6;Illizi;17252;32.97;Illizi;17252;32.97;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Kaédi;13600.00;0.24;0.33;61;25;442490;0.30;4.56;100;7;31;Kaédi;62790;14.19;Kaédi;62790;14.19;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Kiffa;35984.00;0.63;0.86;26;23;451804;0.30;4.65;97;6;26;Kiffa;84101;18.61;Kiffa;84101;18.61;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Néma;182267.00;3.19;4.37;10;10;625643;0.42;6.44;79;3;37;Néma;35042;5.60;Fassale;79508;12.71;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Nuadibú;69375.00;1.21;1.66;18;17;213943;0.14;2.20;134;18;9;Nouadhibou;173525;81.11;Nouadhibou;173525;81.11;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Nuakchot;66949.00;1.17;1.61;19;18;1770664;1.19;18.23;28;1;28;Nouakchott;627415;35.43;Nouakchott;627415;35.43;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sélibabi;10818.00;0.19;0.26;77;26;363075;0.24;3.74;114;14;22;Sélibabi;44966;12.38;Sélibabi;44966;12.38;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tamanrasset;556200.00;9.73;13.35;1;1;176637;0.12;1.82;140;19;10;Tamanrasset;92635;52.44;Tamanrasset;92635;52.44;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tan-Tan;38174.00;0.67;0.92;25;22;147817;0.10;1.52;146;21;14;Tan-Tan;76134;51.51;Tan-Tan;76134;51.51;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tataouine;38889.00;0.68;0.93;23;21;162654;0.11;1.67;142;20;7;Tataouine;95892;58.95;Tataouine;95892;58.95;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tinduf;159000.00;2.78;3.82;12;12;49149;0.03;0.51;156;26;2;Tindouf;45966;93.52;Tindouf;45966;93.52;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tiyikya;98186.00;1.72;2.36;14;14;114760;0.08;1.18;150;22;10;Tidjikdja;19386;16.89;Nbeika;30545;26.62;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tombuctú;374267.00;6.55;8.98;3;3;238361;0.16;2.45;130;17;15;Tombouctou;54629;22.92;Tombouctou;54629;22.92;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Uargla;211980.00;3.71;5.09;8;8;558558;0.37;5.75;86;5;21;Ouargla;133024;23.82;Ouargla;133024;23.82;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Zuérat;257784.00;4.51;6.19;6;6;79129;0.05;0.81;153;23;3;Zouerate;62380;78.83;Zouerate;62380;78.83;1
;;;Región cultural;Latinos;607113.54;10.62;2;2;60305214;40.37;2;2;2;Madrid;3422416;5.68;Madrid;3422416;5.68;122;Prefectura;España;592510.34;10.36;97.59;2;1;57073965;38.21;94.64;1;1;59;Madrid;3422416;6.00;Madrid;3422416;6.00;115;Provincia;Albacete;14926.00;0.26;2.52;51;10;389070;0.26;0.68;108;40;87;Albacete;174073;44.74;Albacete;174073;44.74;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Alicante;5817.00;0.10;0.98;136;49;1993289;1.33;3.49;20;8;141;Alicant;358608;17.99;Alicant;358608;17.99;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Almería;8775.00;0.15;1.48;98;31;760964;0.51;1.33;70;24;103;Almería;201946;26.54;Almería;201946;26.54;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Ávila;8050.00;0.14;1.36;106;35;160463;0.11;0.28;143;55;248;Ávila;59119;36.84;Ávila;59119;36.84;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Badajoz;21766.00;0.38;3.67;35;1;666029;0.45;1.17;74;27;165;Badajoz;151146;22.69;Badajoz;151146;22.69;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia Insular;Baleares;4992.00;0.09;0.84;145;55;1231768;0.82;2.16;40;14;67;Palma;438234;35.58;Palma;438234;35.58;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia Metropolitana;Barcelona;634.69;0.01;0.11;155;59;3398219;2.27;5.95;3;2;36;Barcelona;1686208;49.62;Barcelona;1686208;49.62;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Beja;13850.70;0.24;2.34;58;13;217898;0.15;0.38;133;51;18;Beja;33954;15.58;Beja;33954;15.58;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Burgos;14020.41;0.25;2.37;56;12;357588;0.24;0.63;115;42;371;Burgos;176551;49.37;Burgos;176551;49.37;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Cáceres;19868.00;0.35;3.35;38;2;388652;0.26;0.68;110;41;223;Cáceres;96448;24.82;Cáceres;96448;24.82;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Cádiz;8091.00;0.14;1.37;103;33;1296926;0.87;2.27;37;13;46;Cádiz;111180;8.57;Jerez de la Frontera;214844;16.57;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Castellón;6632.00;0.12;1.12;129;46;615188;0.41;1.08;81;29;135;Castelló de la Plana;179861;29.24;Castelló de la Plana;179861;29.24;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Castelo Branco;7423.90;0.13;1.25;114;39;191470;0.13;0.34;138;53;13;Castelo Branco;53342;27.86;Castelo Branco;53342;27.86;1
