pais_nombre;pais_area_total_km2;pais_pob_total;L1_tipo;L1_nombre;L1_area_km2;L1_pct_area_pais;L1_rank_area_pais;L1_rank_area_superior;L1_pob;L1_pct_pob_pais;L1_rank_pob_pais;L1_rank_pob_superior;L1_num_subdivisiones_hijas;L1_capitales_nombres;L1_capitales_pob;L1_capitales_pct_pob_sub;L1_ciudad_mas_poblada_nombre;L1_ciudad_mas_poblada_pob;L1_ciudad_mas_poblada_pct_pob_sub;L1_escanhos;L2_tipo;L2_nombre;L2_area_km2;L2_pct_area_pais;L2_pct_area_superior;L2_rank_area_pais;L2_rank_area_superior;L2_pob;L2_pct_pob_pais;L2_pct_pob_superior;L2_rank_pob_pais;L2_rank_pob_superior;L2_num_subdivisiones_hijas;L2_capitales_nombres;L2_capitales_pob;L2_capitales_pct_pob_sub;L2_ciudad_mas_poblada_nombre;L2_ciudad_mas_poblada_pob;L2_ciudad_mas_poblada_pct_pob_sub;L2_escanhos;L3_tipo;L3_nombre;L3_area_km2;L3_pct_area_pais;L3_pct_area_superior;L3_rank_area_pais;L3_rank_area_superior;L3_pob;L3_pct_pob_pais;L3_pct_pob_superior;L3_rank_pob_pais;L3_rank_pob_superior;L3_num_subdivisiones_hijas;L3_capitales_nombres;L3_capitales_pob;L3_capitales_pct_pob_sub;L3_ciudad_mas_poblada_nombre;L3_ciudad_mas_poblada_pob;L3_ciudad_mas_poblada_pct_pob_sub;L3_escanhos
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Segovia;6923.00;0.19;1.17;93;45;156620;0.14;0.27;109;57;209;Segovia;51388;32.81;Segovia;51388;32.81;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Sevilla;14036.00;0.38;2.37;40;11;1968624;1.80;3.45;16;9;106;Sevilla;686741;34.88;Sevilla;686741;34.88;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Soria;10306.00;0.28;1.74;65;27;90073;0.08;0.16;115;59;183;Soria;40654;45.13;Soria;40654;45.13;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Tarragona;6303.00;0.17;1.06;98;47;861744;0.79;1.51;45;21;184;Tarragona;141018;16.36;Tarragona;141018;16.36;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Terrasa;7207.82;0.20;1.22;90;44;2479652;2.27;4.34;9;6;276;Terrassa;228294;9.21;Terrassa;228294;9.21;5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Teruel;15180.22;0.42;2.56;36;9;137481;0.13;0.24;112;58;243;Teruel;36465;26.52;Teruel;36465;26.52;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Toledo;15601.05;0.43;2.63;34;7;743438;0.68;1.30;52;25;205;Toledo;86281;11.61;Toledo;86281;11.61;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Valladolid;8072.71;0.22;1.36;77;34;524905;0.48;0.92;64;34;223;Valladolid;299816;57.12;Valladolid;299816;57.12;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Valencia;10435.78;0.29;1.76;62;25;2708636;2.48;4.75;8;5;259;València;824340;30.43;València;824340;30.43;6
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Viseo;9536.00;0.26;1.61;70;30;456695;0.42;0.80;68;37;33;Viseu;103502;22.66;Viseu;103502;22.66;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Vitoria;7235.00;0.20;1.22;89;43;2227684;2.04;3.90;12;7;252;Vitoria-Gasteiz;257407;11.55;Bilbao;347342;15.59;5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Villa Real;11987.00;0.33;2.02;54;21;354896;0.32;0.62;83;43;31;Vila Real;50043;14.10;Vila Real;50043;14.10;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Zamora;10598.29;0.29;1.79;61;24;166464;0.15;0.29;106;54;250;Zamora;59553;35.78;Zamora;59553;35.78;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia;Zaragoza;17302.55;0.47;2.92;30;4;987791;0.90;1.73;33;18;294;Zaragoza;691037;69.96;Zaragoza;691037;69.96;3
;;;;;;;;;;;;;;;;;;;;;Prefectura;Macaronesia;14603.20;0.40;2.41;4;2;3231249;2.96;5.36;4;2;4;;;;;;;9;Provincia Insular;Azores;2322.20;0.06;15.90;114;3;241718;0.22;7.48;96;4;19;Ponta Delgada;69038;28.56;Ponta Delgada;69038;28.56;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia Insular;Canarias;7447.00;0.20;51.00;83;1;2238754;2.05;69.28;11;1;88;Santa Cruz de Tenerife;210486;9.40;Las Palmas de Gran Canaria;383516;17.13;5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia Insular;Cabo Verde;4033.00;0.11;27.62;112;2;491337;0.45;15.21;67;2;31;Praia;145378;29.59;Santiago;273988;55.76;2
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Provincia Insular;Madeira;801.00;0.02;5.49;117;4;259440;0.24;8.03;94;3;11;Funchal;108129;41.68;Funchal;108129;41.68;1
